gene	geneCat	labelGene	lof_z	wlof
DPYSL4	Other gene (n = 17,031)		2.0214	9.66458519641946
SHE	Other gene (n = 17,031)		3.9813	9.663138681715209
TERF2IP	Other gene (n = 17,031)		1.1844	9.653873065057187
MARK2	Other gene (n = 17,031)		5.5944	9.644034760829095
SPDYE4	Other gene (n = 17,031)		1.9535	9.628453497953338
DSTN	Other gene (n = 17,031)		2.0162	9.61003583653276
C1orf204	Other gene (n = 17,031)		-0.59285	9.607544543617998
RBM22	Other gene (n = 17,031)		4.3159	9.601380106308229
SPRED2	Other gene (n = 17,031)		1.3304	9.583023420936643
RNASE10	Other gene (n = 17,031)		0.13827	9.55950730329978
HTR3D	Other gene (n = 17,031)		0.77145	9.532691496316062
COA6	Other gene (n = 17,031)		0.8113	9.529407882482776
STRADA	Other gene (n = 17,031)		2.3581	9.516271224703209
HPS4	Other gene (n = 17,031)		3.1268	9.500022358748428
IKZF2	Other gene (n = 17,031)		3.9526	9.497711386122916
JMJD6	Other gene (n = 17,031)		3.7361	9.479960856105192
GFAP	Other gene (n = 17,031)		1.4809	9.4770687038554
SMYD3	Other gene (n = 17,031)		1.9555	9.463009340596107
SQRDL	Other gene (n = 17,031)		0.9198	9.462785130341771
AP3M2	Other gene (n = 17,031)		1.201	9.451067335286062
TMEM55A	Other gene (n = 17,031)		1.8778	9.448666688924606
EXOSC5	Other gene (n = 17,031)		1.2869	9.433107159659798
CSNK1G3	Other gene (n = 17,031)		4.787	9.421979192824026
HIST1H3B	Other gene (n = 17,031)		-1.1607	9.415090743215934
RBM41	Other gene (n = 17,031)		3.3331	9.38892711970624
CES4A	Other gene (n = 17,031)		1.9714	9.385384843790254
ANKRD11	Other gene (n = 17,031)		8.168	9.375791034999082
HSF2	Other gene (n = 17,031)		4.3042	9.375659476037836
TRAPPC2L	Other gene (n = 17,031)		-1.6859	9.373474379103062
TRIM67	Other gene (n = 17,031)		4.2119	9.357151992534975
ZBTB10	Other gene (n = 17,031)		4.5555	9.348055966614226
ILDR2	Other gene (n = 17,031)		4.1309	9.34732219799116
ACTG2	Other gene (n = 17,031)		2.6575	9.335107251064173
DYNAP	Other gene (n = 17,031)		0.31863	9.321511363195366
PDIA2	Other gene (n = 17,031)		-3.2961	9.319817141349102
WDR25	Other gene (n = 17,031)		2.0785	9.31089161110176
FOSL1	Other gene (n = 17,031)		2.1189	9.289019267797055
POLK	Other gene (n = 17,031)		2.2464	9.271010418334393
GNAL	Other gene (n = 17,031)		4.2502	9.258204881555136
HN1L	Other gene (n = 17,031)		1.815	9.250964496477453
TADA2B	Other gene (n = 17,031)		2.8195	9.249711786861605
HSPBAP1	Other gene (n = 17,031)		1.024	9.24626461126831
LIN37	Other gene (n = 17,031)		2.0882	9.211354862471994
GNA13	Other gene (n = 17,031)		3.1631	9.196163242726549
PJA2	Other gene (n = 17,031)		3.6934	9.196039173654727
SULT1A2	Other gene (n = 17,031)		-0.2311	9.195266312396988
CYP4A11	Other gene (n = 17,031)		-1.1111	9.194125768268398
SSTR2	Other gene (n = 17,031)		2.3085	9.17826789703838
SNX1	Other gene (n = 17,031)		4.2873	9.170351737620074
CRISPLD2	Other gene (n = 17,031)		2.1735	9.170012283340785
CAV1	Other gene (n = 17,031)		1.035	9.1641240318549
NUTM1	Other gene (n = 17,031)		3.6437	9.152392316909623
OTOP2	Other gene (n = 17,031)		0.1079	9.151726117847947
KCNJ13	Other gene (n = 17,031)		1.9169	9.130176349819369
THAP11	Other gene (n = 17,031)		2.6598	9.120067534066058
BAX	Other gene (n = 17,031)		2.0429	9.119059037483963
TULP3	Other gene (n = 17,031)		2.0088	9.110830336260488
ZBED6	Other gene (n = 17,031)		3.113	9.101632298880851
ARIH1	Other gene (n = 17,031)		5.4026	9.08010578639266
AGPAT4	Other gene (n = 17,031)		3.1854	9.068136433394557
ZNF394	Other gene (n = 17,031)		1.6478	9.059028505836936
C1orf52	Other gene (n = 17,031)		1.4048	9.046868523333238
EPS8L1	Other gene (n = 17,031)		1.4237	9.039078666615778
MEFV	Other gene (n = 17,031)		0.9861	9.035632694526903
SLAIN1	Other gene (n = 17,031)		3.6029	9.032291729483154
BCDIN3D	Other gene (n = 17,031)		0.81541	9.029214535046759
SPC24	Other gene (n = 17,031)		0.83415	9.023121681103522
ZNF222	Other gene (n = 17,031)		0.17622	9.02248664555766
FIBCD1	Other gene (n = 17,031)		-0.39271	9.014270923776072
PICALM	Other gene (n = 17,031)		4.8512	9.013777676540414
MXD1	Other gene (n = 17,031)		2.3391	9.002693459636433
NFIL3	Other gene (n = 17,031)		3.0312	8.982332546927832
OR51F1	Other gene (n = 17,031)		1.1228	8.979179247338978
ETHE1	Other gene (n = 17,031)		0.48959	8.959983167074935
SFRP5	Other gene (n = 17,031)		0.53453	8.956485516075098
AR	Sperm LOF selection gene (n=31)		4.2459	8.95421836575889
PSG2	Other gene (n = 17,031)		-3.9762	8.92073396611603
MGME1	Other gene (n = 17,031)		2.026	8.905166740706898
CEACAM6	Other gene (n = 17,031)		0.94892	8.905016496373714
RPUSD2	Other gene (n = 17,031)		1.2906	8.894298786935313
FAM131B	Other gene (n = 17,031)		3.771	8.881155221593017
HSPA13	Other gene (n = 17,031)		2.4955	8.87197305532332
CD6	Other gene (n = 17,031)		3.0019	8.852587696694384
FEM1B	Other gene (n = 17,031)		2.993	8.850446083069352
ALB	Other gene (n = 17,031)		4.2902	8.848382676995884
C16orf93	Other gene (n = 17,031)		0.9833	8.838533596611867
CLDN10	Other gene (n = 17,031)		1.0918	8.819043672033617
PKN3	Other gene (n = 17,031)		1.839	8.79768100314469
PITX3	Other gene (n = 17,031)		2.6208	8.797096526436698
CDIP1	Other gene (n = 17,031)		2.3926	8.793113394975625
RASSF9	Other gene (n = 17,031)		0.7897	8.788324740927788
CERK	Other gene (n = 17,031)		2.5758	8.77335166392502
ZNF485	Other gene (n = 17,031)		1.4923	8.77200433061914
MARCH10	Other gene (n = 17,031)		-0.26933	8.76806568263025
PIK3R3	Other gene (n = 17,031)		1.5417	8.759928104004711
ZBTB33	Other gene (n = 17,031)		2.977	8.756429951905766
TAGLN	Other gene (n = 17,031)		1.7592	8.75008045912574
SERTAD4	Other gene (n = 17,031)		2.3387	8.741221831676539
MAN1A1	Other gene (n = 17,031)		3.856	8.737288237626643
ARID1A	Sperm LOF selection gene (n=31)		8.5475	8.719645156415721
TRMT2A	Other gene (n = 17,031)		1.879	8.709060873092524
MEIOB	Other gene (n = 17,031)		0.067153	8.699505529945002
FAM133A	Other gene (n = 17,031)		1.6569	8.698099906313873
FAM214B	Other gene (n = 17,031)		3.3427	8.693676686407473
DRG2	Other gene (n = 17,031)		1.9943	8.685701677591213
AATK	Other gene (n = 17,031)		4.5793	8.665648246483395
HEXIM2	Other gene (n = 17,031)		1.7242	8.656707564690342
KCNJ9	Other gene (n = 17,031)		2.4971	8.631611756367244
TNFRSF4	Other gene (n = 17,031)		0.85969	8.596889396825159
PARD6A	Other gene (n = 17,031)		1.5396	8.593188348686628
ARL4D	Other gene (n = 17,031)		1.2597	8.592181004372456
SMUG1	Other gene (n = 17,031)		1.3735	8.590696635005763
OR11A1	Other gene (n = 17,031)		0.31069	8.578468101177107
CMA1	Other gene (n = 17,031)		-0.80643	8.57578128360279
AFTPH	Other gene (n = 17,031)		5.2193	8.571896233522928
KLK5	Other gene (n = 17,031)		1.5814	8.562274898303798
OR1Q1	Other gene (n = 17,031)		0.10627	8.558346185997799
KLF11	Other gene (n = 17,031)		0.25325	8.557031145305212
OR52R1	Other gene (n = 17,031)		-0.97128	8.54739022572021
GRK5	Other gene (n = 17,031)		4.327	8.538733536175867
MATN3	Other gene (n = 17,031)		0.77898	8.535493303767218
PDE1A	Other gene (n = 17,031)		3.5275	8.533119278057319
KLF9	Other gene (n = 17,031)		2.4705	8.503714341493641
HLA-DRA	Other gene (n = 17,031)		2.4472	8.503367564507968
GPR12	Other gene (n = 17,031)		2.1427	8.497435629466104
DTNA	Other gene (n = 17,031)		4.7799	8.488789621025738
CNOT11	Other gene (n = 17,031)		3.3449	8.487364130985407
GPX5	Other gene (n = 17,031)		0.88232	8.479320994140407
TTPAL	Other gene (n = 17,031)		2.4404	8.47515641530457
SLC25A10	Other gene (n = 17,031)		1.3454	8.46913879175871
SLC25A10	Other gene (n = 17,031)		1.0802	8.46913879175871
NFATC1	Other gene (n = 17,031)		3.9643	8.467607215741147
SAMD11	Other gene (n = 17,031)		0.47484	8.462051134737981
ZGPAT	Other gene (n = 17,031)		2.3129	8.436771232936652
ZSWIM1	Other gene (n = 17,031)		-0.34533	8.434695059648677
LZTR1	Sperm LOF selection gene (n=31)	LZTR1	-8.051	8.418256686435571
MAFB	Other gene (n = 17,031)		2.5441	8.414780665913572
C14orf93	Other gene (n = 17,031)		2.743	8.407668060450046
NOVA1	Other gene (n = 17,031)		3.7582	8.404106930983843
GPR152	Other gene (n = 17,031)		0.69576	8.402183163328313
DENND2D	Other gene (n = 17,031)		2.9858	8.391783605379029
SNAP47	Other gene (n = 17,031)		1.5845	8.375702747753369
DHCR24	Other gene (n = 17,031)		3.4599	8.371955180578105
CCDC14	Other gene (n = 17,031)		1.6913	8.362987438641158
ACP1	Other gene (n = 17,031)		-0.47763	8.357336757864013
CPNE3	Other gene (n = 17,031)		-0.82454	8.351433022699728
GLIPR1L2	Other gene (n = 17,031)		0.39742	8.350471448427127
TOR1AIP1	Other gene (n = 17,031)		1.9616	8.349311729601494
GNPTG	Other gene (n = 17,031)		0.85288	8.346680923653071
MKNK1	Other gene (n = 17,031)		1.4345	8.342186913363754
GLIS1	Other gene (n = 17,031)		2.8241	8.339793227438795
MLKL	Other gene (n = 17,031)		0.59639	8.336608552418001
CCDC15	Other gene (n = 17,031)		1.2449	8.311366107508551
ZFP36L2	Other gene (n = 17,031)		3.0032	8.311201887478356
LANCL2	Other gene (n = 17,031)		3.6237	8.298867213522213
LILRB2	Other gene (n = 17,031)		1.0277	8.294331491652093
ASIC4	Other gene (n = 17,031)		3.0391	8.285381870438776
TNFRSF6B	Other gene (n = 17,031)		-0.14519	8.271345716741486
NAPEPLD	Other gene (n = 17,031)		1.7325	8.255197963972284
DEDD	Other gene (n = 17,031)		3.272	8.251752957652462
PRDM6	Other gene (n = 17,031)		3.6815	8.244528268624732
FKBP11	Other gene (n = 17,031)		0.27814	8.23584862585556
LONP1	Other gene (n = 17,031)		5.3713	8.22303173410316
KCTD12	Other gene (n = 17,031)		1.5661	8.21812266652945
STRIP1	Other gene (n = 17,031)		3.9931	8.198131037114994
RUFY4	Other gene (n = 17,031)		0.7654	8.197883664237986
IRAK2	Other gene (n = 17,031)		0.39587	8.181080645579279
C3orf83	Other gene (n = 17,031)		0.23605	8.174623648165543
MBP	Other gene (n = 17,031)		1.9611	8.173529293008452
HIAT1	Other gene (n = 17,031)		4.2671	8.16318393573215
CHGA	Other gene (n = 17,031)		3.1112	8.155511236609444
SLC30A7	Other gene (n = 17,031)		1.4852	8.1494476109463
PCDH19	Other gene (n = 17,031)		4.514	8.145932337155415
PSMC3IP	Other gene (n = 17,031)		1.3329	8.120393402905734
KRT25	Other gene (n = 17,031)		1.2132	8.09694806075198
SIN3A	Other gene (n = 17,031)		7.496	8.094581252217392
CYP11A1	Other gene (n = 17,031)		2.0138	8.09418692186551
TMEM192	Other gene (n = 17,031)		0.81095	8.093088407301424
CAPN8	Other gene (n = 17,031)		1.4645	8.089207669163745
PIWIL1	Other gene (n = 17,031)		2.9227	8.079245309625925
CHST13	Other gene (n = 17,031)		0.12233	8.073995144650755
ASIC3	Other gene (n = 17,031)		2.2644	8.046419408001732
CD302	Other gene (n = 17,031)		0.41124	8.044952204564161
EFCAB12	Other gene (n = 17,031)		2.3892	8.022673925067652
THTPA	Other gene (n = 17,031)		0.29753	7.957259723415388
MOK	Other gene (n = 17,031)		-1.0455	7.948723467935877
HADHA	Other gene (n = 17,031)		3.4278	7.9472031226792605
COMP	Other gene (n = 17,031)		2.7321	7.9424437523354
ELFN2	Other gene (n = 17,031)		3.6403	7.93940723818007
THAP4	Other gene (n = 17,031)		3.2385	7.934346173119735
MMP26	Other gene (n = 17,031)		-0.3412	7.932504535598808
PCDHB2	Other gene (n = 17,031)		1.1938	7.932137532151824
CCDC125	Other gene (n = 17,031)		1.4533	7.924146824635638
EMC3	Other gene (n = 17,031)		2.8855	7.9179529470445
GPBP1L1	Other gene (n = 17,031)		3.4382	7.901477673303706
ZNF619	Other gene (n = 17,031)		1.6404	7.889229360774116
KLHL41	Other gene (n = 17,031)		2.2727	7.883032568869451
GLP1R	Other gene (n = 17,031)		3.8982	7.882684932426143
PNPO	Other gene (n = 17,031)		0.33425	7.882143902675166
KBTBD11	Other gene (n = 17,031)		1.5726	7.86938663009112
BTN3A1	Other gene (n = 17,031)		0.91677	7.867687891049929
SETD5	Other gene (n = 17,031)		6.6996	7.866060263972665
HMGCS2	Other gene (n = 17,031)		0.73578	7.863651199146031
OR2F2	Other gene (n = 17,031)		0.11328	7.860774697937816
ZXDC	Other gene (n = 17,031)		1.5391	7.850417607978259
PPP6R1	Other gene (n = 17,031)		5.1073	7.848870984719733
AKR7A3	Other gene (n = 17,031)		-2.0117	7.847864623790826
NT5C2	Other gene (n = 17,031)		2.8784	7.838720695940844
TULP2	Other gene (n = 17,031)		0.82638	7.821239758706098
SLCO5A1	Other gene (n = 17,031)		2.7735	7.812811450924766
SDC2	Other gene (n = 17,031)		2.232	7.801472411415962
OLIG2	Other gene (n = 17,031)		1.1632	7.790314520901516
LMBR1	Other gene (n = 17,031)		2.3334	7.787920565703432
DYNC1I1	Other gene (n = 17,031)		3.1528	7.7808077954293084
DCTN4	Other gene (n = 17,031)		4.1306	7.779547600826139
CNGA3	Other gene (n = 17,031)		-0.39699	7.779022521803192
CHMP4C	Other gene (n = 17,031)		0.48677	7.775639446015056
TPT1	Other gene (n = 17,031)		2.6004	7.775188284722238
ELOVL2	Other gene (n = 17,031)		0.40812	7.771133823882578
RASSF8	Other gene (n = 17,031)		3.7774	7.766223395038322
SLC22A9	Other gene (n = 17,031)		-0.71649	7.764005547950234
NSD1	Sperm LOF selection gene (n=31)		9.306	7.758977664859442
FAM205A	Other gene (n = 17,031)		4.2122	7.75324427120247
LCTL	Other gene (n = 17,031)		0.47573	7.735192421710815
OSBPL5	Other gene (n = 17,031)		4.0206	7.732793415814498
ZNF813	Other gene (n = 17,031)		1.6679	7.731622957149282
LAD1	Other gene (n = 17,031)		0.27448	7.727218505714317
IL1R1	Other gene (n = 17,031)		3.3327	7.722483063185772
PADI1	Other gene (n = 17,031)		0.94797	7.713419949349043
THRA	Other gene (n = 17,031)		3.6439	7.685250476041583
SNX4	Other gene (n = 17,031)		2.4471	7.678573725205731
RUNDC3A	Other gene (n = 17,031)		3.3993	7.675362224705182
WFIKKN2	Other gene (n = 17,031)		2.3121	7.657066888269958
SPATA2L	Other gene (n = 17,031)		1.9185	7.654580366019134
RCC2	Other gene (n = 17,031)		4.1423	7.64444073813087
NDRG2	Other gene (n = 17,031)		2.5183	7.642338954312226
SLC2A4	Other gene (n = 17,031)		2.3802	7.639264181888492
PHOSPHO2	Other gene (n = 17,031)		0.37666	7.633791099477644
CHIC1	Other gene (n = 17,031)		2.3226	7.630736426284731
ZNF566	Other gene (n = 17,031)		3.0935	7.6305675433945
SLAMF9	Other gene (n = 17,031)		0.86823	7.628408709874333
ARL6IP4	Other gene (n = 17,031)		1.7035	7.616322428149452
GBP5	Other gene (n = 17,031)		1.4367	7.615354859889824
FAM57A	Other gene (n = 17,031)		2.3989	7.609147010847982
TMEM214	Other gene (n = 17,031)		2.5091	7.605152159276648
SETD9	Other gene (n = 17,031)		1.6792	7.597098528133043
ZNF17	Other gene (n = 17,031)		1.145	7.595873973428983
KRT37	Other gene (n = 17,031)		0.5462	7.595130563650067
N4BP2L1	Other gene (n = 17,031)		2.7161	7.595127975551706
WNT10B	Other gene (n = 17,031)		1.81	7.593408936350874
NRROS	Other gene (n = 17,031)		2.9555	7.584188007905068
RTKN	Other gene (n = 17,031)		2.5815	7.563910437060518
CTNNB1	Sperm LOF selection gene (n=31)		5.4616	7.559694371741605
ACE	Other gene (n = 17,031)		0.97837	7.549516574308275
NOP58	Other gene (n = 17,031)		3.4561	7.537615140899112
EP300	Sperm LOF selection gene (n=31)		9.6471	7.537354455309188
NSUN6	Other gene (n = 17,031)		-0.33932	7.533557905160916
SOX18	Other gene (n = 17,031)		1.5048	7.522404349406774
UNC5B	Other gene (n = 17,031)		3.5799	7.518789377728997
HMGB1	Other gene (n = 17,031)		2.6425	7.492454575212584
HLA-DPA1	Other gene (n = 17,031)		0.25923	7.489845896771706
VWA9	Other gene (n = 17,031)		2.2229	7.486577991046987
PPIL6	Other gene (n = 17,031)		0.59804	7.477496125740217
KRT14	Other gene (n = 17,031)		2.0562	7.471495677960008
LENG1	Other gene (n = 17,031)		-0.48544	7.469527998373254
TAS1R2	Other gene (n = 17,031)		0.35906	7.466999484677358
TUBB4A	Other gene (n = 17,031)		2.4107	7.460035591765034
ZBTB8A	Other gene (n = 17,031)		2.3826	7.454117711469942
C16orf11	Other gene (n = 17,031)		1.5711	7.443396249591184
SPRY2	Other gene (n = 17,031)		3.0688	7.43914559985641
CCNJ	Other gene (n = 17,031)		3.9439	7.434085938482308
HMMR	Other gene (n = 17,031)		0.93425	7.430324873303496
PLCZ1	Other gene (n = 17,031)		1.4448	7.426279081189522
CREB3	Other gene (n = 17,031)		1.5374	7.42535742689108
SLC23A1	Other gene (n = 17,031)		3.3723	7.415647261792908
SHOX	Other gene (n = 17,031)		2.7089	7.409160626872125
CITED2	Other gene (n = 17,031)		2.0222	7.400372896793421
MESP2	Other gene (n = 17,031)		0.8335	7.398981231029712
MPPED1	Other gene (n = 17,031)		2.057	7.396824668274538
LGI2	Other gene (n = 17,031)		1.9489	7.394889625493995
ZNF596	Other gene (n = 17,031)		-0.21606	7.378928164709954
ZNF99	Other gene (n = 17,031)		0.99566	7.377991879857961
OR10J1	Other gene (n = 17,031)		-1.0321	7.377896433369216
PKD2L2	Other gene (n = 17,031)		1.6051	7.372917826444296
NDUFB9	Other gene (n = 17,031)		1.4509	7.360022365984254
PRDM15	Other gene (n = 17,031)		5.3264	7.358175089024141
DNAI2	Other gene (n = 17,031)		1.6381	7.3579184303128
KMO	Other gene (n = 17,031)		2.7854	7.339817044577451
BOLL	Other gene (n = 17,031)		2.9769	7.32321418985384
CCDC160	Other gene (n = 17,031)		0.73648	7.3202210526726
ZFX	Other gene (n = 17,031)		3.9978	7.319648977011755
CES1	Other gene (n = 17,031)		-0.085881	7.309628583239017
LRRK1	Other gene (n = 17,031)		5.5361	7.300040561602796
PRKCI	Other gene (n = 17,031)		4.2698	7.292747047644886
ZEB1	Other gene (n = 17,031)		4.9558	7.284653553336649
C4orf40	Other gene (n = 17,031)		0.33807	7.283569666520606
NR2C2	Other gene (n = 17,031)		4.6123	7.262403070020061
BMI1	Other gene (n = 17,031)		3.4783	7.260550063437572
SLC11A2	Other gene (n = 17,031)		3.6316	7.25723754517202
CYP7B1	Other gene (n = 17,031)		1.7993	7.246682260083241
SRP72	Other gene (n = 17,031)		4.1318	7.246338334303973
KCNJ8	Other gene (n = 17,031)		2.6442	7.24412016757497
ZNF226	Other gene (n = 17,031)		0.86674	7.219573283422555
LMNB1	Other gene (n = 17,031)		3.9155	7.216932597113036
OXSR1	Other gene (n = 17,031)		4.4524	7.212925997291097
EXOSC4	Other gene (n = 17,031)		1.6249	7.211547104637348
VEPH1	Other gene (n = 17,031)		0.44863	7.2090053013233195
ZBTB5	Other gene (n = 17,031)		3.0204	7.201717063301814
RXFP4	Other gene (n = 17,031)		0.043019	7.197397766302399
SPPL2A	Other gene (n = 17,031)		3.4386	7.180967302972171
MYSM1	Other gene (n = 17,031)		4.8982	7.179963456786075
PSG4	Other gene (n = 17,031)		-2.7439	7.176830645521298
PCDHGB2	Other gene (n = 17,031)		0.99031	7.174927274287574
ADSSL1	Other gene (n = 17,031)		2.1967	7.173824912345672
MEX3C	Other gene (n = 17,031)		3.1465	7.163508155040186
NDUFS1	Other gene (n = 17,031)		2.5277	7.150156529030018
CYP4F11	Other gene (n = 17,031)		-0.58423	7.145944584738315
KLHL24	Other gene (n = 17,031)		2.8568	7.1431657405834
ZNF337	Other gene (n = 17,031)		0.54425	7.138480373474813
TEDDM1	Other gene (n = 17,031)		0.21445	7.129166831017178
CD53	Other gene (n = 17,031)		1.5956	7.121412137480244
CCDC64	Other gene (n = 17,031)		4.3612	7.117674607584474
ZCCHC17	Other gene (n = 17,031)		1.9927	7.117669316783468
EN2	Other gene (n = 17,031)		2.1956	7.109230466126684
CA6	Other gene (n = 17,031)		1.8075	7.104976398141723
ZNF442	Other gene (n = 17,031)		1.1262	7.104553536146339
DBF4B	Other gene (n = 17,031)		0.91185	7.102396067943062
PSMA7	Other gene (n = 17,031)		3.3762	7.089722310008248
TCEA3	Other gene (n = 17,031)		2.4027	7.082532511150202
BEND6	Other gene (n = 17,031)		1.6259	7.067247464400529
AQP4	Other gene (n = 17,031)		1.5947	7.060862980815682
LRRC30	Other gene (n = 17,031)		-0.46906	7.051599234868606
ZBTB39	Other gene (n = 17,031)		2.0251	7.044617726804151
RIT1	Other gene (n = 17,031)		2.5057	7.03710929583768
ZNF622	Other gene (n = 17,031)		3.216	7.032575954876523
TPTE	Other gene (n = 17,031)		-0.45776	7.031492404035384
B3GNT4	Other gene (n = 17,031)		0.33809	7.030024242040782
COQ10B	Other gene (n = 17,031)		2.4824	7.027309845112086
TP73	Other gene (n = 17,031)		4.5929	7.026866170971915
CEP63	Other gene (n = 17,031)		0.21582	7.021712190176755
AGGF1	Other gene (n = 17,031)		3.6221	7.018488323553038
SPG20	Other gene (n = 17,031)		2.2153	7.013813057679378
GCNT1	Other gene (n = 17,031)		1.7765	7.013130973493684
CLCN5	Other gene (n = 17,031)		4.3598	7.010258861211012
KLHL12	Other gene (n = 17,031)		3.4529	7.00301676308836
C8orf33	Other gene (n = 17,031)		-0.68375	7.001366068470738
ZBTB47	Other gene (n = 17,031)		4.6119	6.995762192430008
NEIL1	Other gene (n = 17,031)		1.5295	6.993980496911608
DNAJC1	Other gene (n = 17,031)		2.3509	6.959716397815716
PLA2G6	Other gene (n = 17,031)		2.2045	6.9568483464521
BARX2	Other gene (n = 17,031)		2.2861	6.956639709691218
GJA4	Other gene (n = 17,031)		2.0809	6.955915987982222
ZNF726	Other gene (n = 17,031)		-0.56134	6.944432434861839
