gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
SMAD4	0	14	0	0	0	3.29109376708152	0	0	0	5.692344298137142e-4	0.44532519684997585	0.00185111421522288	1	0.3824848772326864	0.9424126707052872	0.6219082650929162	1	0.0134982647752172	1
HIST1H3F	0	1	1	0	1	1.8910611138575215	63.538405298611224	63.538405298611224	18.369818654396735	0.5677406273390504	0.01199925247655842	0.03659849246540703	0.05170515008155922	0.8238176257300054	0.9424126707052872	0.9771679320909128	1	0.0137571411018933	1
UBLCP1	0	1	0	0	2	4.721301236940156	0	0	27.770780053829025	0.21874640613843976	0.8453613082891689	0.4603916343658817	0.00440145869341551	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01459307588546698	1
SERPINA4	0	0	0	0	2	0	0	0	21.479487165369793	0.1225111187797504	0.7572626353606318	0.28972132032787024	0.0070860903073489	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01475784132399371	1
BAG6	2	12	0	0	1	2.978759337414582	0	0	2.977372328731561	0.00276499907684457	0.4490412572571332	0.00811498168754898	0.25314609274361566	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01476578979195986	1
BCL2A1	0	4	0	0	0	12.140481615686936	0	0	0	4.505552244044031e-4	0.8145342964257859	0.00206018638797089	1	0.3139535552572015	0.9424126707052872	0.6682818397118009	1	0.01480235436048849	1
SETD5	1	3	2	0	3	1.1975622860590909	9.181228705471964	9.181228705471964	6.550891822473367	0.7688743924019601	0.02221279076083526	0.07133841924480977	0.03005719998205177	0.8991548246301888	0.9424126707052872	0.9771679320909128	1	0.01532048849739575	1
TAS2R9	1	0	0	0	2	0	0	0	23.58312567193032	0.1663304182992844	0.7612970814802874	0.36679940026408064	0.0059654205285586	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01558968114710179	1
PDZD9	1	1	0	0	2	2.5206204928831575	0	0	33.42887786510672	0.42596601786006494	0.8062812470841867	0.7065222219011662	0.00310526453906942	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01562535433695222	1
VILL	1	1	2	0	1	0.7550510782477835	20.82058936410355	20.82058936410355	5.89953635465144	0.7713982470789705	0.00407563673512456	0.015258827755023959	0.14553589553037427	0.9007479205702904	0.9424126707052872	0.9771679320909128	1	0.01578907156754883	1
ZSCAN2	2	0	0	0	3	0	0	0	10.56204363836027	0.08893816972059931	0.6965373370260634	0.21865854528696915	0.0103777776756763	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0160847714600768	1
DUSP26	0	0	1	0	1	0	29.927088411428393	29.927088411428393	24.396652828409753	0.36019218392501506	0.02778394336995737	0.05788273173035274	0.03942107325309622	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01616150815622807	1
PRRT1	0	1	1	0	1	1.759242107704259	68.4096248483989	68.4096248483989	13.622540995636468	0.608689757391871	0.01105520603638166	0.0351119104155666	0.06852446320681939	0.8313778825250486	0.9424126707052872	0.9771679320909128	1	0.01691382354481019	1
ATG4B	0	0	1	1	0	0	38.11647826945858	38.11647826945858	0	0.23673879320943247	0.00114614660662415	0.00242657350434483	1	0.8136677215017273	0.6738625705320888	0.7608925651790609	1	0.0170376401176916	1
OR2J3	0	0	0	0	2	0	0	0	19.421822027345343	0.1225925316546631	0.7228408150381134	0.285644569352863	0.00851815436183192	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01707731757948227	1
BRPF1	1	11	0	0	1	3.1169602760311457	0	0	2.8328115823793145	0.00286731297840558	0.5529528896029834	0.00955817732565567	0.26275328971986556	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01754719277032812	1
NARS	0	3	0	0	2	4.1770370052148005	0	0	11.968055773788029	0.04858457128324744	0.638778630346582	0.12731195235638948	0.02011117064179034	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01783977663822611	1
PABPN1	0	2	1	0	1	4.748263734134836	19.917482640000465	19.917482640000465	10.72039125568095	0.08258813493387007	0.04387221693965193	0.03014037823224302	0.08553327190014601	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0179448220596059	1
ABCC6	2	0	0	0	2	0	0	0	6.855583379742427	0.01863924205288625	0.5413173746086622	0.052743803308271	0.05034192923663999	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01840396313854409	1
ZMYM2	1	5	1	0	3	2.7497469170620548	5.329773375854101	5.329773375854101	6.106098804799163	0.06052175009240335	0.1914927172777137	0.07742832888136475	0.03474468850516678	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0186113166390992	1
ZNF596	0	0	2	0	1	0	10.565205757123026	10.565205757123026	4.192650572296883	0.10161594365875036	0.01668473566978201	0.0140585693037486	0.19361723697368485	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01879907896876409	1
ADNP2	3	9	0	0	1	3.5356621900168457	0	0	2.64273596247538	0.00276575735637607	0.6690069279539681	0.01023258472425558	0.27655197241892204	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01943403427789525	1
SPZ1	1	0	0	0	2	0	0	0	22.284491668259733	0.2032005390160354	0.7745308343307346	0.4274818218391623	0.00662263700487025	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01944116567534759	1
VSIG8	0	0	0	0	2	0	0	0	24.191278708710712	0.25943375222176857	0.7515174138275857	0.5039715030087011	0.00569080492948326	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.01965769511105541	1
TFPT	0	1	0	0	2	1.665643719011922	0	0	31.26557206917708	0.6411231321361364	0.7603972204234606	0.855908329358675	0.0035232868446965	0.8440886250695752	0.9424126707052872	0.9771679320909128	1	0.02051807238461744	1
MAGEB2	0	2	0	0	2	4.459087357272251	0	0	15.534131693312714	0.09317733219254463	0.8395694169560861	0.23917179913966236	0.01273444505354568	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02069267713780354	1
OR11A1	0	0	0	0	2	0	0	0	17.156936202354213	0.1210740442399969	0.8222263643503134	0.29340916675144424	0.01066043677970669	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02116755614165411	1
GNA13	0	6	2	0	1	1.8316208266395737	10.554712594283714	10.554712594283714	7.837613891169381	0.19930741887318248	0.01671879975038415	0.0277965846326611	0.11352181426098427	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02132689633228945	1
CLK3	0	5	0	0	1	4.659468230246774	0	0	6.9888255445307825	0.00739494368077742	0.6742744875843842	0.02512452198989989	0.12562460535307685	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02133115439758881	1
DNAJB4	0	0	0	0	2	0	0	0	22.286589998854	0.2443020616340813	0.7496216542993901	0.4829336646976689	0.00662148903081923	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02156975048678688	1
RHOH	0	1	0	0	2	1.6970599393167884	0	0	30.242488303698515	0.6298976548152406	0.7864737464186672	0.8579931194405919	0.00375098713754273	0.840131467297174	0.9424126707052872	0.9771679320909128	1	0.02168792974315292	1
MRPS15	0	0	1	1	0	0	38.4652388970744	38.4652388970744	0	0.3732467357775272	0.00112438822400928	0.00327698272762821	1	0.8136677215017273	0.6738625705320888	0.963330516212458	1	0.0220240509693681	1
POLR2C	1	0	0	0	2	0	0	0	24.605496578544724	0.3365334818139357	0.7377868961865794	0.5961783297433219	0.00551447635962345	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0220848380618448	1
PIK3R3	1	5	0	2	2	1.4151283390637717	4.709052186421127	4.709052186421127	12.810804021588297	0.48334026161678434	0.08384468189368077	0.1839297695542008	0.01787658094782587	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02208726291563811	1
AL049829.1	0	1	0	0	1	11.912926559276684	0	0	61.99993783302329	0.07816967180625545	0.93327956104966	0.21121900575742825	0.0158805291575927	0.8136677215017273	0.9487098369131352	0.9771679320909128	1	0.02246529176481104	1
CYB561D2	0	4	0	0	0	10.563374656459322	0	0	0	7.734474405889369e-4	0.7939857852762172	0.00338272944548012	1	0.4850546715746753	0.9424126707052872	0.9771679320909128	1	0.02262732205918449	1
CHIC1	0	2	0	0	1	10.687717318635018	0	0	15.261472852569462	0.01629443922005025	0.8585524670587964	0.05491329700397129	0.06160598619095905	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02262879194317468	1
TARBP2	0	2	0	1	1	3.301387287576844	20.795702541128833	20.795702541128833	13.327697548309413	0.16344156574207613	0.04179640829956188	0.04921747105536078	0.06993740751258617	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02296480753459784	1
DNAAF3	0	0	1	1	0	0	28.9936051117505	28.9936051117505	0	0.18719946284704825	0.00203741258314382	0.00345112659442881	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02301575152456836	1
SEMG2	0	2	1	0	2	1.3006292062723348	9.029058672618024	9.029058672618024	15.088811563236924	0.7271460849094397	0.106660443971497	0.25843366325182815	0.01340983555930195	0.8784736848090782	0.9424126707052872	0.9771679320909128	1	0.02309750508159491	1
MTG2	0	0	1	0	1	0	26.383937267623015	26.383937267623015	11.385460449041396	0.20345978037119103	0.03199816146339063	0.0438388688399941	0.08092986813139431	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02356287354475339	1
DPCR1	2	1	0	0	3	0.2752760823458523	0	0	9.307449481647202	0.11156617062380104	0.6455581838370974	0.255207332610746	0.01392539723084341	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02359665831003876	1
FAM83B	1	0	0	0	2	0	0	0	6.524706999723703	0.02522614601672945	0.522572481938153	0.06743573259956437	0.05436006592709972	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02422626526909499	1
PTOV1	0	2	0	0	2	2.5313161294110413	0	0	21.058815126087843	0.2616596723421628	0.72180620183706	0.4989621000732689	0.00734788094507574	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.024229087745537	1
OR51F1	0	0	0	0	2	0	0	0	17.958358494677956	0.16761981914477986	0.827317821536713	0.37708287385865746	0.00981832943716291	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02443087475943484	1
ZNF345	1	2	2	0	1	1.4596253405271522	22.6941554531499	22.6941554531499	2.3770411386952137	0.6213913106962086	0.00340272164380095	0.01246320217639329	0.2984579181245707	0.8365187991079968	0.9424126707052872	0.9771679320909128	1	0.02452835082487803	1
SIN3A	1	3	1	1	2	1.3115816404688672	10.973566944107876	10.973566944107876	5.215595560326905	0.6625302057668898	0.01541756129917593	0.04965715639719403	0.07610402432837128	0.8525318730050094	0.9424126707052872	0.9771679320909128	1	0.02485999051350174	1
MED1	0	9	1	0	1	3.0441182467497554	5.837642521064705	5.837642521064705	2.282420003044565	0.00751815822324142	0.1732679500820804	0.01234031226517817	0.307120248364268	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02492050098444132	1
HAUS1	0	0	0	0	2	0	0	0	24.69426314500056	0.41723783518604574	0.8237558278408256	0.7021267758483358	0.00547775636736254	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02523297701152271	1
DUOXA1	1	1	0	0	2	1.0788159853480046	0	0	28.821268023611495	0.9409541152969904	0.7289087286519719	0.9390318489377918	0.00410580732652143	0.976971844370917	0.9424126707052872	0.9771679320909128	1	0.02528526073565118	1
BEND3	2	0	0	0	2	0	0	0	8.09207535596036	0.03424896892477314	0.7232396706067556	0.10019934173043032	0.03868362461880575	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02539964972033781	1
ANKRD12	2	6	1	0	4	2.112534039976503	4.365700691697837	4.365700691697837	5.945942414414931	0.11833356274405749	0.23809964841055953	0.15488138516929595	0.02505042810561287	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02542058955828929	1
ABHD5	0	0	0	0	2	0	0	0	21.244622049423064	0.30639691925572254	0.6855006760526094	0.5466112687809176	0.00723049162083239	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02582200846622384	1
FAM65B	1	1	2	0	1	0.709616624392551	18.38022120571435	18.38022120571435	3.766257634174416	0.7200582540088438	0.00528918477701989	0.01883123325155278	0.21103072241405071	0.8763430644064365	0.9424126707052872	0.9771679320909128	1	0.02594202829316061	1
PLXNA3	3	9	0	0	1	3.425143190586959	0	0	1.9303038664811256	0.00341475028680871	0.5789939677143296	0.01155088674809545	0.34429773146310083	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02595847486658498	1
AFTPH	1	4	1	0	2	2.3794591765603497	9.687792836606317	9.687792836606317	7.45599963043954	0.14032321756984045	0.09854511151253108	0.09019928876127714	0.04410592817407086	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02596609806266703	1
SPOP	0	5	1	0	2	1.4820824993222632	3.85076147125396	3.85076147125396	18.02852714101583	0.4302927098228824	0.27281926299691417	0.41216983547643105	0.00974939099274636	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0261874232275503	1
WDR33	1	0	1	0	2	0	3.842481607344304	3.842481607344304	5.005796830852798	0.03007797266862955	0.27338751667884087	0.0500639580257487	0.08077719535987761	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0263286907576622	1
SREK1	0	3	0	0	2	3.593476952103943	0	0	11.361614712780131	0.0721848652662137	0.7035685332505854	0.1840569818280613	0.02198892884025315	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02634626670798101	1
SH2B3	0	4	0	1	1	3.1897034917597407	17.472559250713342	17.472559250713342	5.364468007066896	0.05742409562231099	0.05082836131900215	0.02591181368608064	0.15782259324423942	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02657885352174482	1
TAS2R43	0	0	0	0	2	0	0	0	23.9523652993138	0.4150395025007384	0.8761953218327968	0.7087901869611422	0.00579638075267748	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02668301209802681	1
FBXW7	1	9	0	0	2	1.6463727605105871	0	0	12.566218961938592	0.19930742414632985	0.2613137412736074	0.2225075738079356	0.01848513469230513	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02670864051857935	1
NFE2	0	1	0	0	2	0.949960820511535	0	0	28.040709460400425	0.9592246770692024	0.7584659549267059	0.9526340697429402	0.00432251258645525	0.9853591632203098	0.9424126707052872	0.9771679320909128	1	0.02673440431231577	1
ACE	1	0	1	1	0	0	15.09903314861655	15.09903314861655	0	0.05309084799984798	0.00796793508140891	0.00418963903158686	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02712850220645135	1
NFE2L2	2	7	0	0	3	1.0878777240990831	0	0	12.974800594623032	0.8380554832189462	0.3900810708446587	0.6738669871368282	0.00632308134658921	0.9322521837844716	0.9424126707052872	0.9771679320909128	1	0.02751814952026465	1
AARS	0	5	0	1	1	3.645203746069632	8.173313285015409	8.173313285015409	4.038326485705461	0.02047499894347149	0.11921773467747364	0.02175754113264538	0.19957782375473243	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02796171788170198	1
TJP1	2	9	0	0	4	1.8824820978316408	0	0	5.873782700202746	0.10809473051481722	0.3443428588518487	0.16892847102553188	0.02580371433047017	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02805230165598149	1
RNF26	0	0	1	0	1	0	17.734808444099027	17.734808444099027	7.787047186221957	0.10577558791980536	0.049984362327818	0.0384015426394706	0.11417714695826264	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02819135722701382	1
OR5M3	0	0	1	0	1	0	26.432869371877164	26.432869371877164	12.042391182998236	0.3024797477809973	0.03193174672317522	0.05811388609008705	0.07684466367529075	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02863130070991204	1
OR1Q1	0	0	0	0	2	0	0	0	17.116692371995597	0.1916754626376077	0.8474593125002271	0.41875834056609695	0.01070554861206125	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02872486004286545	1
TNMD	0	3	0	0	1	6.562466433721954	0	0	9.252083410669952	0.01392712223960046	0.7592137787198112	0.04625530385512377	0.09781692585739984	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.02894915270319387	1
LRRK1	4	3	1	2	0	0.7365069595696822	14.600081123205593	14.600081123205593	0	0.5917665133922005	0.00131202356980686	0.00463442258541246	1	0.8279538323016926	0.7409825488053917	0.9771679320909128	1	0.02954093880491493	1
DAXX	1	3	0	0	3	1.0610242452071492	0	0	13.555068533463787	0.9217503400469754	0.5797142662780705	0.8531758825807882	0.00567644124099088	0.968563276012699	0.9424126707052872	0.9771679320909128	1	0.03065727463585543	1
CMIP	0	5	0	0	1	4.4051360582435475	0	0	5.419301424564782	0.00938167728589634	0.6751688730400411	0.03110685949510205	0.15646890126021995	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03078648976660203	1
ZNF432	0	7	0	0	1	3.7527711279447327	0	0	2.577971081405793	0.00569196604360289	0.5203650713562086	0.01734624134660456	0.28159028629531535	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03087846273142669	1
NUTM1	2	4	1	0	2	1.963907265789836	10.210599539337004	10.210599539337004	8.094185094482244	0.2388303647841299	0.09288161600275235	0.12649216483131465	0.03866733849745487	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03091348713847952	1
ANGPTL1	0	0	0	0	2	0	0	0	13.634115689362368	0.1347688254931233	0.7187765885316298	0.3068452452359317	0.01603469747215727	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03106798505937369	1
CSMD1	2	10	0	3	2	1.7288809237896277	7.213886275781213	7.213886275781213	1.5979528209822795	0.14173761389108097	0.01057837511633152	0.01580206283006346	0.3113780234003865	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.0310692839569695	1
USP17L10	0	1	1	0	0	6.838770067375307	195.96797379872757	195.96797379872757	0	0.14540489801876233	0.00347082112140995	0.00494015123465463	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03117412945471931	1
ATXN2	0	1	1	1	1	0.586185191353569	17.713041167018382	17.713041167018382	2.641553368369793	0.5646332160074501	0.00572010424498659	0.0180075615302131	0.2766423564405611	0.8233015311279144	0.9424126707052872	0.9771679320909128	1	0.03139435155800263	1
FEM1B	1	0	1	0	1	0	13.036560902890317	13.036560902890317	4.664331263248387	0.05367417360260318	0.07062126911993205	0.02909494518138644	0.17742077255147093	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.03234756869194022	1
WISP3	1	1	0	0	2	1.453240297469366	0	0	23.956143574664328	0.7273915765854406	0.7583310260531528	0.8972302374086701	0.00579468834468	0.8784736848090782	0.9424126707052872	0.9771679320909128	1	0.03254293537331076	1
FAM151A	3	2	2	0	0	1.7937677912729353	33.06591838117883	33.06591838117883	0	0.4584279399539478	0.00154039555484652	0.0052296319848718	1	0.8136677215017273	0.8050278324689614	0.9771679320909128	1	0.03270305580172061	1
